survey_id,hhid,cons_ppp17
100000,100086,4.2575712
100000,100087,5.8687429
100000,100088,5.1676407
100000,100089,15.027425
100000,100090,8.5886221
100000,100091,7.7322807
100000,100092,6.5018396
100000,100093,4.7861805
100000,100094,6.7197127
100000,100095,8.9463673
100000,100096,6.4654102
100000,100097,3.9118147
100000,100098,8.5961027
100000,100099,3.84039
100000,100100,5.4573917
100000,100101,6.4698343
100000,100102,3.6510937
100000,100103,4.095397
100000,100104,2.8067448
100000,100105,3.4495571
100000,100106,6.627974
100000,100107,3.2423282
100000,100108,7.8752584
100000,100109,2.9098864
100000,100110,5.8876381
100000,100111,3.6641989
100000,100112,5.0010858
100000,100113,3.5798643
100000,100114,10.214073
100000,100115,6.5070257
100000,100116,2.7460444
100000,100117,16.926702
100000,100118,12.168807
100000,100119,14.689184
100000,100120,13.189809
100000,100121,21.641716
100000,100122,30.579357
100000,100123,5.0432153
100000,100124,7.3330021
100000,100125,10.571099
100000,100126,10.14465
100000,100127,19.630232
100000,100128,10.182601
100000,100129,6.3761525
100000,100130,4.2768054
100000,100131,15.458564
100000,100132,10.85459
100000,100133,9.867774
100000,100134,20.409365
100000,100135,14.580903
100000,100136,8.2649927
100000,100137,4.1510038
100000,100138,10.817584
100000,100139,8.8170786
100000,100140,7.1138215
100000,100141,12.523822
100000,100142,13.067134
100000,100143,24.33106
100000,100144,23.259155
100000,100145,12.767988
100000,100146,11.557744
100000,100147,9.2876596
100000,100148,16.436844
100000,100149,14.714695
100000,100150,10.053589
100000,100151,13.533946
100000,100152,10.815548
100000,100153,9.7496681
100000,100154,16.630186
100000,100155,8.5669889
100000,100156,15.245969
100000,100157,44.233746
100000,100158,11.562896
100000,100159,5.9289536
100000,100160,38.874298
100000,100161,11.170047
100000,100162,8.2380095
100000,100163,6.036531
100000,100164,30.532007
100000,100165,28.595572
100000,100166,5.4977741
100000,100167,9.5211363
100000,100168,47.991524
100000,100169,7.7851348
100000,100170,5.6529527
100000,100171,8.4356651
100000,100172,10.272241
100000,100173,35.623234
100000,100174,8.1767378
100000,100175,16.74802
100000,100176,7.4935908
100000,100177,23.776121
100000,100178,27.427887
100000,100179,60.839973
100000,100180,17.230801
100000,100181,10.048675
100000,100182,27.184216
100000,100183,11.603125
100000,100184,5.6017718
100000,100185,6.229239
100000,100186,8.7183352
100000,100187,5.0329905
100000,100188,3.950141
100000,100189,5.8136077
100000,100190,8.1224623
100000,100191,6.0108933
100000,100192,5.2348328
100000,100193,7.4839745
100000,100194,16.298046
100000,100195,6.7267666
100000,100196,6.4828558
100000,100197,6.6272202
100000,100198,5.3681207
100000,100199,6.2401013
100000,100200,5.2030058
100000,100201,5.2231264
100000,100202,5.8247352
100000,100203,4.3070374
100000,100204,3.6527255
100000,100205,3.8970623
100000,100206,8.9003162
100000,100207,11.914604
100000,100208,4.2437663
100000,100209,6.3787665
100000,100210,4.076684
100000,100211,4.924788
100000,100212,6.6210537
100000,100213,10.677496
100000,100214,2.0755875
100000,100215,9.3452005
100000,100216,4.1457639
100000,100217,11.152248
100000,100218,6.4143243
100000,100219,3.2431633
100000,100220,4.3065109
100000,100221,2.8135242
100000,100222,4.0610628
100000,100223,5.8358459
100000,100224,3.7094903
100000,100225,2.9819696
100000,100226,3.8661866
100000,100227,5.9753599
100000,100228,10.591205
100000,100229,6.5953612
100000,100230,6.0429544
100000,100231,4.5068026
100000,100232,3.8708293
100000,100233,4.4007025
100000,100234,13.097034
100000,100235,4.4452324
100000,100236,13.34893
100000,100237,8.9361839
100000,100238,7.9466896
100000,100239,6.7042108
100000,100240,6.6728563
100000,100241,4.9680357
100000,100242,6.1348233
100000,100243,6.0196018
100000,100244,7.7959704
100000,100245,5.2505441
100000,100246,3.4320853
100000,100247,2.3973424
100000,100248,3.6905534
100000,100249,4.1627488
100000,100250,3.319397
100000,100251,26.629572
100000,100252,10.92872
100000,100253,44.332863
100000,100254,25.904697
100000,100255,8.2036705
100000,100256,20.193502
100000,100257,22.359283
100000,100258,36.685402
100000,100259,9.5975733
100000,100260,32.928146
100000,100261,12.601124
100000,100262,21.369982
100000,100263,14.720844
100000,100264,6.9283991
100000,100265,25.292372
100000,100266,5.1701932
100000,100267,7.1721816
100000,100268,12.364552
100000,100269,5.0463891
100000,100270,5.8006306
100000,100271,5.831707
100000,100272,7.3146963
100000,100273,5.8944631
100000,100274,6.3194647
100000,100275,5.3183937
100000,100276,6.5856819
100000,100277,5.9288516
100000,100278,6.922039
100000,100279,7.6481519
100000,100280,6.8919516
100000,100281,6.2804236
100000,100282,6.3770852
100000,100283,5.0014715
100000,100284,6.9430242
100000,100285,10.017475
100000,100286,3.4312341
100000,100287,7.1056728
100000,100288,7.1400728
100000,100289,3.4109492
100000,100290,5.7529249
100000,100291,4.1012144
100000,100292,3.9413707
100000,100293,17.101141
100000,100294,7.2908964
100000,100295,4.3373289
100000,100296,2.6259911
100000,100297,2.6114247
100000,100298,6.2754226
100000,100299,6.9375644
100000,100300,4.8633499
100000,100301,8.6606808
100000,100302,3.7915478
100000,100303,3.4179287
100000,100304,6.3178339
100000,100305,5.3980713
100000,100306,3.0370481
100000,100307,4.0471864
100000,100308,4.273087
100000,100309,4.6431284
100000,100310,9.2900639
100000,100311,6.0309801
100000,100312,4.9564915
100000,100313,2.8092458
100000,100314,3.4629121
100000,100315,5.0370274
100000,100316,3.2175467
100000,100317,3.8247809
100000,100318,4.3153939
100000,100319,2.873493
100000,100320,3.6523137
100000,100321,5.9464965
100000,100322,6.518425
100000,100323,6.8629127
100000,100324,5.8159738
100000,100325,3.1733048
100000,100326,10.323709
100000,100327,3.0414193
100000,100328,4.3007193
100000,100329,13.987761
100000,100330,4.9698234
100000,100331,3.3217275
100000,100332,2.2160029
100000,100333,2.9016235
100000,100334,4.4312634
100000,100335,3.4953206
100000,100336,3.1855052
100000,100337,3.6866722
100000,100338,4.3493409
100000,100339,5.2251968
100000,100340,4.5977001
100000,100341,6.3156176
100000,100342,4.2997451
100000,100343,25.300831
100000,100344,14.236174
100000,100345,16.542631
100000,100346,15.139316
100000,100347,15.215764
100000,100348,5.6336575
100000,100349,9.1989422
100000,100350,13.231197
100000,100351,11.372066
100000,100352,9.0940056
100000,100353,14.314478
100000,100354,15.149289
100000,100355,31.855925
100000,100356,45.628456
100000,100357,14.376542
100000,100358,23.24366
100000,100359,23.006285
100000,100360,9.1089783
100000,100361,33.042152
100000,100362,12.051849
100000,100363,12.202228
100000,100364,11.969366
100000,100365,19.405035
100000,100366,20.447317
100000,100367,9.1514254
100000,100368,35.685463
100000,100369,10.377834
100000,100370,7.8551984
100000,100371,6.3863001
100000,100372,10.706703
100000,100373,34.473316
100000,100374,8.7666788
100000,100375,7.3900194
100000,100376,13.324345
100000,100377,10.709561
100000,100378,5.8466535
100000,100379,14.118966
100000,100380,10.679415
100000,100381,17.796207
100000,100382,7.6298094
100000,100383,10.678214
100000,100384,7.4442067
100000,100385,7.6480389
100000,100386,13.818826
100000,100387,13.545322
100000,100388,8.6848927
100000,100389,9.4036293
100000,100390,8.2890129
100000,100391,24.085207
100000,100392,12.683708
100000,100393,12.53323
100000,100394,25.232704
100000,100395,14.627857
100000,100396,15.29918
100000,100397,6.10884
100000,100398,8.9170265
100000,100399,18.852257
100000,100400,12.322199
100000,100401,37.830364
100000,100402,10.57555
100000,100403,16.148752
100000,100404,7.8391352
100000,100405,8.8648233
100000,100406,4.9686794
100000,100407,6.4392557
100000,100408,10.593059
100000,100409,7.6785293
100000,100410,10.208667
100000,100411,5.957624
100000,100412,19.502878
100000,100413,10.329925
100000,100414,9.3722143
100000,100415,5.7340631
100000,100416,5.051425
100000,100417,12.909062
100000,100418,7.2072749
100000,100419,17.97065
100000,100420,8.6855698
100000,100421,14.055529
100000,100422,3.4935942
100000,100423,16.122847
100000,100424,15.864722
100000,100425,9.3852673
100000,100426,38.6726
100000,100427,19.303617
100000,100428,19.542929
100000,100429,13.641029
100000,100430,6.272882
100000,100431,13.499357
100000,100432,6.6184998
100000,100433,4.466939
100000,100434,9.0739555
100000,100435,8.5215321
100000,100436,5.9096465
100000,100437,6.1778049
100000,100438,8.9609652
100000,100439,15.526837
100000,100440,11.080669
100000,100441,9.4033175
100000,100442,6.0061698
100000,100443,27.682331
100000,100444,19.772423
100000,100445,8.8566046
100000,100446,28.483595
100000,100447,15.457561
100000,100448,5.3705277
100000,100449,2.7044365
100000,100450,8.3390646
100000,100451,13.629881
100000,100452,4.3421221
100000,100453,13.893049
100000,100454,5.888433
100000,100455,10.373309
100000,100456,4.4549804
100000,100457,4.2036667
100000,100458,5.7588811
100000,100459,4.8957748
100000,100460,4.4786091
100000,100461,5.0791287
100000,100462,4.2946601
100000,100463,3.688756
100000,100464,6.5999269
100000,100465,5.1880908
100000,100466,8.5487413
100000,100467,6.1490483
100000,100468,18.689953
100000,100469,6.1017647
100000,100470,4.2259817
100000,100471,6.1371102
100000,100472,4.4358931
100000,100473,3.7806978
100000,100474,11.891806
100000,100475,5.3172555
100000,100476,4.6190534
100000,100477,6.923512
100000,100478,4.3964863
100000,100479,5.0477433
100000,100480,2.7104182
100000,100481,4.7518282
100000,100482,3.3845208
100000,100483,3.2059212
100000,100484,7.918427
100000,100485,8.6870003
100000,100486,8.1164999
100000,100487,16.398813
100000,100488,3.6077578
100000,100489,1.8286775
100000,100490,10.603763
100000,100491,2.5403075
100000,100492,4.6011977
100000,100493,5.6216068
100000,100494,3.8460069
100000,100495,5.4920473
100000,100496,4.6471038
100000,100497,5.507863
100000,100498,3.896549
100000,100499,1.6440737
100000,100500,0.84505761
100000,100501,5.428998
100000,100502,3.3650463
100000,100503,8.2462797
100000,100504,2.9727349
100000,100505,7.428906
100000,100506,8.2128458
100000,100507,10.696949
100000,100508,9.1104717
100000,100509,5.1098895
100000,100510,5.327713
100000,100511,6.9640069
100000,100512,10.839731
100000,100513,4.4196897
100000,100514,2.3332512
100000,100515,2.5172799
100000,100516,6.4536109
100000,100517,4.4770799
100000,100518,2.2992976
100000,100519,3.5051098
100000,100520,1.8662163
100000,100521,6.2541375
100000,100522,4.1156821
100000,100523,6.0375209
100000,100524,2.5375657
100000,100525,2.6427557
100000,100526,4.5425291
100000,100527,6.2349281
100000,100528,5.0386081
100000,100529,8.8496523
100000,100530,2.8991354
100000,100531,2.8391912
100000,100532,3.230818
100000,100533,8.9411278
100000,100534,6.242588
100000,100535,16.320326
100000,100536,23.289288
100000,100537,7.9248662
100000,100538,44.861275
100000,100539,34.287418
100000,100540,15.411366
100000,100541,21.667048
100000,100542,24.102121
100000,100543,11.942638
100000,100544,7.9578753
100000,100545,15.130863
100000,100546,9.4589691
100000,100547,15.181493
100000,100548,7.5331082
100000,100549,7.3758192
100000,100550,5.8654299
100000,100551,7.4404182
100000,100552,7.0477219
100000,100553,5.9227786
100000,100554,7.9972882
100000,100555,3.110646
100000,100556,4.8813796
100000,100557,3.6253319
100000,100558,7.8291092
100000,100559,3.1517117
100000,100560,6.6884332
100000,100561,4.0617719
100000,100562,3.9928372
100000,100563,4.9428887
100000,100564,3.0871472
100000,100565,3.9027696
100000,100566,6.3451066
100000,100567,1.8141898
100000,100568,3.2508466
100000,100569,2.9997659
100000,100570,18.096951
100000,100571,3.5419941
100000,100572,1.5740516
100000,100573,1.8842131
100000,100574,3.2888689
100000,100575,2.5570624
100000,100576,4.251811
100000,100577,4.7509141
100000,100578,5.4448199
100000,100579,3.841573
100000,100580,19.065178
100000,100581,8.6097946
100000,100582,5.9540634
100000,100583,14.33515
100000,100584,16.405855
100000,100585,8.199111
100000,100586,9.515872
100000,100587,3.9781256
100000,100588,8.43365
100000,100589,2.856828
100000,100590,7.4979157
100000,100591,6.082201
100000,100592,14.510251
100000,100593,14.403701
100000,100594,13.638884
100000,100595,9.4115124
100000,100596,4.9867163
100000,100597,51.711876
100000,100598,21.978653
100000,100599,13.961936
100000,100600,9.5373526
100000,100601,4.968523
100000,100602,3.598
100000,100603,5.5462732
100000,100604,2.0503821
100000,100605,4.7503538
100000,100606,2.2938812
100000,100607,2.5423949
100000,100608,2.3598287
100000,100609,3.7870235
100000,100610,2.7343102
100000,100611,3.3780379
100000,100612,3.781121
100000,100613,3.1650417
100000,100614,2.2912204
100000,100615,5.5995703
100000,100616,6.5616961
100000,100617,1.4725014
100000,100618,2.2857318
100000,100619,4.7172961
100000,100620,8.0183268
100000,100621,0.68980497
100000,100622,3.1801343
100000,100623,3.9442532
100000,100624,6.5363197
100000,100625,16.914364
100000,100626,3.3563106
100000,100627,2.4546428
100000,100628,2.8163178
100000,100629,4.852798
100000,100630,5.7788339
100000,100631,2.6920912
100000,100632,3.0182421
100000,100633,2.245369
100000,100634,4.1775866
100000,100635,3.5798872
100000,100636,3.3400939
100000,100637,1.5581092
100000,100638,1.5804721
100000,100639,4.7641306
100000,100640,6.1782732
100000,100641,4.1038504
100000,100642,8.4991751
100000,100643,14.924178
100000,100644,2.8108444
100000,100645,4.1642442
100000,100646,4.8437066
100000,100647,3.8600271
100000,100648,5.2687421
100000,100649,6.6345291
100000,100650,7.8231854
100000,100651,2.4002914
100000,100652,9.0702562
100000,100653,5.6092591
100000,100654,5.7387099
100000,100655,3.3050699
100000,100656,24.196949
100000,100657,27.068195
100000,100658,33.251957
100000,100659,23.590437
100000,100660,33.799549
100000,100661,31.613998
100000,100662,11.657266
100000,100663,31.174065
100000,100664,15.455544
100000,100665,11.722672
100000,100666,21.866972
100000,100667,5.3693895
100000,100668,9.9250441
100000,100669,10.25465
100000,100670,8.6738605
100000,100671,7.2072906
100000,100672,17.661455
100000,100673,12.509999
100000,100674,19.620548
100000,100675,15.14733
100000,100676,7.6154175
100000,100677,27.566086
100000,100678,18.349915
100000,100679,16.247641
100000,100680,50.394447
100000,100681,16.363192
100000,100682,11.102783
100000,100683,12.215729
100000,100684,15.688766
100000,100685,5.2268901
100000,100686,9.1453714
100000,100687,6.8372669
100000,100688,11.278819
100000,100689,9.8013611
100000,100690,8.4453278
100000,100691,9.5388327
100000,100692,11.468701
100000,100693,12.255571
100000,100694,11.662624
100000,100695,3.6473904
100000,100696,8.4694195
100000,100697,15.094387
100000,100698,9.3209171
100000,100699,18.667269
100000,100700,7.3128319
100000,100701,15.449062
100000,100702,6.0052309
100000,100703,9.3750381
100000,100704,5.5341673
100000,100705,6.3962932
100000,100706,4.5110879
100000,100707,3.4397655
100000,100708,5.8246107
100000,100709,6.2706623
100000,100710,11.501991
100000,100711,8.5280457
100000,100712,5.9753528
100000,100713,7.7692637
100000,100714,17.245604
100000,100715,8.0397444
100000,100716,10.280203
100000,100717,2.8644729
100000,100718,8.3883648
100000,100719,6.1318564
100000,100720,8.92694
100000,100721,4.6405239
100000,100722,4.014482
100000,100723,4.2875252
100000,100724,9.6834602
100000,100725,2.0935915
100000,100726,4.4782438
100000,100727,10.596491
100000,100728,3.8939369
100000,100729,4.4842997
100000,100730,7.2258277
100000,100731,3.6194434
100000,100732,4.0238452
100000,100733,3.5313725
100000,100734,6.4993601
100000,100735,5.5237179
100000,100736,10.287731
100000,100737,5.2817459
100000,100738,5.6423965
100000,100739,7.150279
100000,100740,6.2611437
100000,100741,4.2047129
100000,100742,6.0868535
100000,100743,5.9161301
100000,100744,5.1289854
100000,100745,4.1463099
100000,100746,8.3894129
100000,100747,4.9510665
100000,100748,5.8103647
100000,100749,2.3377986
100000,100750,3.8834388
100000,100751,4.4575977
100000,100752,5.6573267
100000,100753,4.258544
100000,100754,2.8319912
100000,100755,5.6312156
100000,100756,6.6744599
100000,100757,20.03546
100000,100758,10.015908
100000,100759,11.15574
100000,100760,14.912103
100000,100761,12.436986
100000,100762,57.014244
100000,100763,11.794518
100000,100764,23.480982
100000,100765,8.854104
100000,100766,3.9898069
100000,100767,22.361246
100000,100768,9.8529348
100000,100769,7.8825502
100000,100770,6.9657693
100000,100771,17.315521
100000,100772,13.476689
100000,100773,5.1446595
100000,100774,4.18717
100000,100775,6.5786095
100000,100776,9.2870378
100000,100777,12.547189
100000,100778,4.8788786
100000,100779,13.806414
100000,100780,8.8655729
100000,100781,3.1677566
100000,100782,3.9181538
100000,100783,10.55871
100000,100784,13.208786
100000,100785,7.5568256
100000,100786,3.5183513
100000,100787,8.4615307
100000,100788,11.729771
100000,100789,11.835967
100000,100790,6.2879739
100000,100791,6.4767594
100000,100792,4.9582624
100000,100793,7.9923754
100000,100794,3.1165845
100000,100795,4.0037379
100000,100796,3.7503994
100000,100797,4.4248123
100000,100798,2.9690933
100000,100799,3.0218532
100000,100800,5.1670451
100000,100801,3.6964955
100000,100802,7.0467882
100000,100803,10.980712
100000,100804,8.4975214
100000,100805,3.0733173
100000,100806,1.9531707
100000,100807,2.5397787
100000,100808,2.8539751
100000,100809,6.241127
100000,100810,4.5819359
100000,100811,4.5911183
100000,100812,3.0528114
100000,100813,3.5923479
100000,100814,4.6392632
100000,100815,1.9253646
100000,100816,3.1069126
100000,100817,3.9555757
100000,100818,9.1059752
100000,100819,2.4112308
100000,100820,4.5877109
100000,100821,4.8737783
100000,100822,1.946142
100000,100823,3.9867606
100000,100824,4.8200827
100000,100825,3.3352597
100000,100826,2.8051891
100000,100827,3.2717977
100000,100828,5.3534641
100000,100829,3.4947774
100000,100830,3.0215619
100000,100831,3.2325375
100000,100832,5.0722885
100000,100833,8.3458776
100000,100834,9.8169308
100000,100835,4.9929843
100000,100836,3.7268901
100000,100837,4.1955214
100000,100838,4.1781521
100000,100839,2.2820256
100000,100840,3.1571763
100000,100841,5.4343929
100000,100842,3.5493021
100000,100843,2.0524397
100000,100844,4.0339489
100000,100845,2.117872
100000,100846,3.4261298
100000,100847,2.4064348
100000,100848,3.3579767
100000,100849,7.3345051
100000,100850,3.6614785
100000,100851,3.6347182
100000,100852,2.6373079
100000,100853,1.0125884
100000,100854,2.7172935
100000,100855,2.4696147
100000,100856,13.703806
100000,100857,38.972008
100000,100858,18.090393
100000,100859,12.686653
100000,100860,32.637558
100000,100861,7.5047364
100000,100862,21.007805
100000,100863,15.085442
100000,100864,13.983486
100000,100865,2.5026648
100000,100866,11.847374
100000,100867,6.1747198
100000,100868,4.6795464
100000,100869,7.2808909
100000,100870,8.4956512
100000,100871,7.5597587
100000,100872,6.9352312
100000,100873,13.638898
100000,100874,8.2662144
100000,100875,10.368043
100000,100876,4.3286414
100000,100877,4.6819806
100000,100878,9.1395864
100000,100879,4.4194078
100000,100880,5.1377254
100000,100881,8.707799
100000,100882,17.871906
100000,100883,15.014789
100000,100884,3.7856007
100000,100885,3.8928845
100000,100886,2.027411
100000,100887,5.2064042
100000,100888,10.102032
100000,100889,6.2856441
100000,100890,11.957118
100000,100891,4.3226848
100000,100892,3.151679
100000,100893,3.1966028
100000,100894,4.5612659
100000,100895,4.1318855
100000,100896,5.3298554
100000,100897,4.9644299
100000,100898,3.4595299
100000,100899,3.491478
100000,100900,8.0276632
100000,100901,4.4998941
100000,100902,3.6854551
100000,100903,4.9535785
100000,100904,8.8100567
100000,100905,6.3983827
100000,100906,3.5470171
100000,100907,4.0133901
100000,100908,3.4221461
100000,100909,2.2461097
100000,100910,4.2262158
100000,100911,2.7775002
100000,100912,4.7131844
100000,100913,4.856319
100000,100914,3.7170966
100000,100915,8.7794237
100000,100916,8.6233339
100000,100917,10.950589
100000,100918,3.8783703
100000,100919,3.9404805
100000,100920,4.6235056
100000,100921,8.2245388
100000,100922,5.2366877
100000,100923,2.1394176
100000,100924,3.3882058
100000,100925,2.7477257
100000,100926,7.0410376
100000,100927,2.4177508
100000,100928,16.068853
100000,100929,5.8933697
100000,100930,5.3780093
100000,100931,14.636015
100000,100932,6.9837298
100000,100933,4.9047222
100000,100934,6.2929802
100000,100935,3.9844446
100000,100936,2.3619213
100000,100937,2.5226874
100000,100938,3.8728378
100000,100939,5.4699469
100000,100940,2.8628657
100000,100941,3.4785962
100000,100942,4.2131381
100000,100943,3.7250466
100000,100944,3.6389353
100000,100945,5.0741615
100000,100946,4.0788493
100000,100947,4.9522429
100000,100948,8.5021343
100000,100949,15.970069
100000,100950,15.988019
100000,100951,11.300926
100000,100952,11.583543
100000,100953,9.507225
100000,100954,7.3107586
100000,100955,17.77681
100000,100956,35.911655
100000,100957,11.830162
100000,100958,6.7487464
100000,100959,13.418221
100000,100960,6.4184394
100000,100961,17.654068
100000,100962,20.825094
100000,100963,19.366951
100000,100964,16.208485
100000,100965,19.600136
100000,100966,17.581739
100000,100967,16.790018
100000,100968,16.34959
100000,100969,18.17182
100000,100970,13.202765
100000,100971,16.478758
100000,100972,22.905807
100000,100973,9.6687355
100000,100974,16.344814
100000,100975,19.797794
100000,100976,18.860491
100000,100977,27.63209
100000,100978,21.936811
100000,100979,26.923052
100000,100980,28.861464
100000,100981,12.608876
100000,100982,28.582922
100000,100983,11.750907
100000,100984,11.703106
100000,100985,23.045219
100000,100986,18.629883
100000,100987,14.027063
100000,100988,8.2087727
100000,100989,13.826999
100000,100990,12.223576
100000,100991,22.759047
100000,100992,16.181507
100000,100993,10.368029
100000,100994,16.261347
100000,100995,14.520572
100000,100996,31.418882
100000,100997,11.547901
100000,100998,16.428583
100000,100999,13.975837
100000,101000,14.586181
100000,101001,22.341406
100000,101002,18.70013
100000,101003,20.990047
100000,101004,11.761983
100000,101005,10.619877
100000,101006,10.339668
100000,101007,10.24452
100000,101008,7.2543645
100000,101009,9.6019964
100000,101010,8.5541792
100000,101011,18.391577
100000,101012,9.65203
100000,101013,15.685561
100000,101014,6.7468171
100000,101015,8.4735203
100000,101016,17.106237
100000,101017,9.6533136
100000,101018,9.2156906
100000,101019,7.6747952
100000,101020,7.9505234
100000,101021,9.4975309
100000,101022,18.225368
100000,101023,5.7126298
100000,101024,7.1281242
100000,101025,4.3610845
100000,101026,14.336252
100000,101027,13.604594
100000,101028,12.63578
100000,101029,11.738113
100000,101030,11.085876
100000,101031,8.2842131
100000,101032,6.8222198
100000,101033,13.257684
100000,101034,10.90194
100000,101035,8.1052513
100000,101036,11.288943
100000,101037,14.829589
100000,101038,12.677659
100000,101039,15.743834
100000,101040,5.9333544
100000,101041,14.975878
100000,101042,6.579772
100000,101043,7.7167044
100000,101044,13.612702
100000,101045,12.639249
100000,101046,8.0725317
100000,101047,7.7449436
100000,101048,10.098146
100000,101049,14.106875
100000,101050,12.424762
100000,101051,12.575088
100000,101052,8.9595528
100000,101053,12.718243
100000,101054,7.8316717
100000,101055,8.0440836
100000,101056,5.8412137
100000,101057,9.5596037
100000,101058,5.7730355
100000,101059,8.850338
100000,101060,6.4660788
100000,101061,7.2613831
100000,101062,5.1025229
100000,101063,8.947403
100000,101064,10.843185
100000,101065,27.625935
100000,101066,7.3949556
100000,101067,5.3972993
100000,101068,10.1397
100000,101069,14.323937
100000,101070,14.083171
100000,101071,9.8762226
100000,101072,9.7354527
100000,101073,10.008327
100000,101074,11.283589
100000,101075,8.0223265
100000,101076,6.2991104
100000,101077,17.796474
100000,101078,9.4424992
100000,101079,12.240618
100000,101080,17.046692
100000,101081,9.4736977
100000,101082,6.3531199
100000,101083,10.542442
100000,101084,15.501214
100000,101085,16.067188
100000,101086,12.46465
100000,101087,6.5551071
100000,101088,7.4856787
100000,101089,5.6223922
100000,101090,6.1300554
100000,101091,10.974851
100000,101092,7.0365114
100000,101093,14.450855
100000,101094,16.761929
100000,101095,15.63915
100000,101096,9.4149084
100000,101097,18.553093
100000,101098,8.67451
100000,101099,8.8814659
100000,101100,10.557985
100000,101101,6.4022779
100000,101102,12.238539
100000,101103,12.915843
100000,101104,8.6458578
100000,101105,6.0020809
100000,101106,12.274291
100000,101107,7.5955706
100000,101108,12.556756
100000,101109,8.3733625
100000,101110,11.035243
100000,101111,17.473387
100000,101112,6.9312277
100000,101113,7.1714039
100000,101114,9.69629
100000,101115,16.982656
100000,101116,6.4873648
100000,101117,4.4331431
100000,101118,10.123256
100000,101119,7.0254531
100000,101120,5.3751221
100000,101121,5.2359409
100000,101122,8.6806326
100000,101123,7.3039293
100000,101124,4.6142068
100000,101125,3.713614
100000,101126,11.151695
100000,101127,15.363874
100000,101128,5.3200979
100000,101129,13.560639
100000,101130,14.443722
100000,101131,15.732969
100000,101132,8.9875298
100000,101133,10.7983
100000,101134,14.672451
100000,101135,5.2298632
100000,101136,11.158008
100000,101137,5.1973495
100000,101138,14.42375
100000,101139,7.3922067
100000,101140,6.2745552
100000,101141,18.89127
100000,101142,12.489008
100000,101143,13.412356
100000,101144,5.3022776
100000,101145,13.950554
100000,101146,9.5660028
100000,101147,10.93396
100000,101148,6.4788957
100000,101149,9.5953913
100000,101150,11.503981
100000,101151,7.3545189
100000,101152,18.630228
100000,101153,7.5607004
100000,101154,9.7386303
100000,101155,13.428048
100000,101156,4.8518019
100000,101157,6.1810193
100000,101158,13.097491
100000,101159,8.6140747
100000,101160,10.103806
100000,101161,7.1111097
100000,101162,5.8115802
100000,101163,10.779584
100000,101164,7.8175793
100000,101165,8.1290455
100000,101166,5.2681723
100000,101167,6.2350669
100000,101168,3.5958285
100000,101169,2.5009952
100000,101170,4.7005501
100000,101171,3.7630641
100000,101172,9.2422962
100000,101173,6.5884724
100000,101174,8.7494316
100000,101175,9.171978
100000,101176,14.764443
100000,101177,8.1574192
100000,101178,8.4214554
100000,101179,5.4408493
100000,101180,4.933032
100000,101181,6.2755809
100000,101182,15.253534
100000,101183,8.3047504
100000,101184,14.364491
100000,101185,10.299596
100000,101186,6.5467176
100000,101187,5.3561726
100000,101188,6.2681117
100000,101189,6.1020956
100000,101190,2.4336438
100000,101191,3.6662023
100000,101192,3.5696702
100000,101193,4.4227762
100000,101194,4.9565868
100000,101195,2.3966563
100000,101196,3.0369935
100000,101197,2.6944613
100000,101198,4.7190685
100000,101199,9.9438753
100000,101200,13.270533
100000,101201,25.567535
100000,101202,12.363413
